trajectory,dp_epsilon_m,n_points,n_moves,n_stops,n_move_points,n_move_keypoints,move_cr,move_mean_sed_m,move_max_sed_m,move_latency_us_per_point,move_latency_p25_us_per_point,move_latency_p75_us_per_point
11071635,1.0,423,1,0,423,45,9.4,17.748387637518004,103.31028953082811,5.047044917257684,5.014420803782506,5.267848699763594
11071677,1.0,459,2,1,427,22,19.40909090909091,16.781719461049402,94.78176693302113,4.259016393442622,3.982669789227166,4.567447306791569
11071727,1.0,411,1,0,411,39,10.538461538461538,10.474569938911317,66.11625296100564,5.507299270072993,5.5,6.800000000000001
11071733,1.0,257,1,0,257,37,6.945945945945946,4.023222349012849,27.007524636376715,7.900778210116732,7.627626459143968,8.028015564202335
11071965,1.0,535,4,3,431,40,10.775,17.329699860449853,96.74978660013917,6.816705336426915,3.7758700696055687,6.862877030162413
11092058,1.0,446,1,1,397,37,10.72972972972973,20.65815794882578,85.51341118006587,4.726700251889169,4.63249370277078,5.756423173803527
11092072,1.0,247,1,0,247,48,5.145833333333333,10.670611671212276,49.07660939741478,4.576113360323887,4.5744939271255065,4.6230769230769235
4300268,1.0,961,5,5,439,34,12.911764705882353,10.194846376716669,65.67050640578618,3.002733485193622,2.932118451025057,3.077220956719818
4303167,1.0,610,4,3,503,44,11.431818181818182,11.528234598209707,92.42744372971593,4.394433399602386,4.292842942345925,4.936978131212724
4303201,1.0,600,1,0,600,128,4.6875,8.1626891885788,106.27490692160676,6.971166666666666,6.909833333333332,8.349
4326816,1.0,606,6,6,373,43,8.674418604651162,7.3856327065586775,40.68068839803109,2.9906166219839143,2.981769436997319,3.4273458445040217
4453473,1.0,610,2,1,577,100,5.77,6.364702506155468,42.58275014603388,4.9145580589254765,4.87053726169844,4.978856152512998
4636267,1.0,624,5,4,438,65,6.7384615384615385,6.7851165450811886,45.826636797053766,4.126940639269407,3.984703196347032,4.136529680365297
4652239,1.0,601,4,3,481,63,7.634920634920635,7.380357627779723,50.90995093049689,4.177338877338877,4.165280665280665,4.263201663201663
4660369,1.0,640,2,1,608,110,5.527272727272727,5.953662354432188,66.57962460465498,6.521052631578947,5.910032894736842,6.688486842105263
4748312,1.0,624,5,4,418,35,11.942857142857143,9.161365498056435,54.61243880463529,2.691148325358852,2.6339712918660285,2.757655502392345
4748313,1.0,770,5,4,528,78,6.769230769230769,5.202785993602571,59.10614565425715,3.951325757575758,3.9202651515151516,5.022348484848485
4779685,1.0,669,6,5,397,64,6.203125,2.208189995611847,18.859609667673173,4.848362720403022,3.909823677581864,5.372292191435768
4792372,1.0,609,3,3,468,35,13.371428571428572,10.518154321071602,70.32526240489365,3.6538461538461537,3.6213675213675214,4.039102564102564
4793806,1.0,609,2,1,556,46,12.08695652173913,11.256191197383535,61.83715047964583,4.665827338129496,4.64910071942446,4.950179856115108
4798549,1.0,661,6,5,471,66,7.136363636363637,3.9563366083331317,28.59444148794513,3.5354564755838642,3.5097664543524414,3.814225053078556
4944723,1.0,650,5,5,449,85,5.2823529411764705,0.9678405391365963,13.573693524885012,4.097550111358575,4.083741648106904,4.116703786191537
4981908,1.0,251,1,0,251,17,14.764705882352942,8.604923674881043,51.4442736913737,4.4904382470119515,4.4760956175298805,5.0123505976095615
5084249,1.0,600,1,0,600,71,8.450704225352112,5.5858249953064725,55.823241166551085,8.431666666666667,5.7941666666666665,8.593666666666666
5133027,1.0,628,4,4,444,57,7.7894736842105265,3.5191558908785887,23.798573266823592,4.54054054054054,4.521396396396397,4.6058558558558556
